111.09.17,非洲菊-橙,台南市場,75.0,145.0
111.09.17,非洲菊-太陽神,台南市場,68.0,40.0
111.09.17,非洲菊-黃,台南市場,94.0,160.0
111.09.17,非洲-金爵,台南市場,65.0,20.0
111.09.17,非洲菊-伊斯瑪拉,台南市場,96.0,80.0
111.09.17,非洲菊-白,台南市場,86.0,100.0
111.09.17,其它花卉-其它花卉,台南市場,34.0,20.0
111.09.17,黃梔花-黃梔花,台南市場,42.0,1047.0
111.09.17,天堂鳥-天堂鳥,台南市場,82.0,54.0
111.09.17,小天堂鳥-粉紅,台南市場,41.0,65.0
111.09.17,秀線-秀線,台南市場,45.0,180.0
111.09.17,檸檬綠文心蘭-檸檬綠文心蘭,台南市場,55.0,443.0
111.09.17,玫瑰-紫天王,台南市場,280.0,30.0
111.09.17,釋迦,高雄市,74.9,852.0
111.09.17,火龍果-白肉,高雄市,20.2,1127.0
111.09.17,榴槤-進口,高雄市,141.7,120.0
111.09.17,椪柑-進口,高雄市,79.6,930.0
111.09.17,雜柑-桔子,高雄市,68.8,400.0
111.09.17,黃秋葵,高雄市,80.8,618.0
111.09.17,火鶴花-夢幻,高雄市場,16.0,123.0
111.09.17,小菊-小紅娘,高雄市場,76.0,629.0
111.09.17,小菊-黃丁字菊,高雄市場,59.0,376.0
111.09.17,小菊-吉祥黃,高雄市場,74.0,202.0
111.09.17,,高雄市,89.0,171.0
111.09.17,小菊-白斯不列,高雄市場,70.0,376.0
111.09.17,非洲-金爵,高雄市,101.0,20.0
111.09.17,非洲菊-白,高雄市場,125.0,17.0
111.09.17,苦瓜-白大米,高雄市,47.5,2793.0
111.09.17,劍蘭-雙色金紅,高雄市場,69.0,40.0
111.09.17,苦瓜-翠綠,高雄市,33.5,1476.0
111.09.17,黃梔花-黃梔花,高雄市場,30.0,744.0
111.09.17,扁蒲-花蒲,高雄市,20.4,1961.0
111.09.17,扁蒲-梨子蒲,高雄市,21.3,536.0
111.09.17,蕃茄-黑柿,高雄市,60.9,2060.0
111.09.17,甜椒-青椒,高雄市,50.5,4545.0
111.09.17,,高雄市,118.0,12.0
111.09.17,,高雄市,193.0,12.0
111.09.17,,高雄市,172.0,24.0
111.09.17,腎藥蘭-腎藥蘭,高雄市場,10.0,180.0
111.09.17,玫瑰-翡翠粉,高雄市場,122.0,53.0
111.09.17,火龍果-白肉,鳳山區,12.4,5150.0
111.09.17,花椰菜-青梗,鳳山區,40.0,150.0
111.09.17,花胡瓜,鳳山區,33.2,1380.0
111.09.17,苦瓜-白大米,鳳山區,41.8,1140.0
111.09.17,茄子-胭脂茄,鳳山區,17.6,910.0
111.09.17,茄子-麻荸茄,鳳山區,30.1,1730.0
111.09.17,豌豆-白花,鳳山區,62.2,180.0
111.09.17,花胡瓜,屏東市,31.5,1532.0
111.09.17,冬瓜-白皮,屏東市,9.9,3116.0
111.09.17,苦瓜-白大米,屏東市,45.1,1712.0
111.09.17,扁蒲-花蒲,屏東市,9.3,230.0
111.09.17,扁蒲-梨子蒲,屏東市,17.0,194.0
111.09.17,茄子-胭脂茄,屏東市,16.3,2990.0
111.09.17,茄子-麻荸茄,屏東市,32.6,1184.0
111.09.17,菜豆-白色,屏東市,25.0,660.0
111.09.17,敏豆-粉豆,屏東市,17.9,204.0
111.09.17,冬瓜-白皮,台東市,15.0,667.0
111.09.17,苦瓜-白大米,台東市,52.0,871.0
111.09.17,茄子-麻荸茄,台東市,30.0,472.0
111.09.17,冬瓜-白皮,花蓮市,7.5,389.0
111.09.17,絲瓜-絲瓜,花蓮市,24.1,2362.0
111.09.17,苦瓜-青大米,花蓮市,35.2,143.0
111.09.17,菜豆-白色,花蓮市,37.0,7.0
111.09.16,椰子-進口剝殼,台北二,36.4,735.0
111.09.16,藍莓-進口藍莓,台北二,158.1,780.0
111.09.16,火龍果-紅肉,台北二,41.9,13805.0
111.09.16,香蕉-其他,台北二,8.0,30.0
111.09.16,香蕉,台北二,19.6,9797.0
111.09.16,香蕉-芭蕉紅芭蕉,台北二,24.2,3047.0
111.09.16,鳳梨-金鑽鳳梨,台北二,26.1,4317.0
111.09.16,鳳梨-牛奶鳳梨,台北二,16.1,4693.0
111.09.16,甜橙-進口,台北二,26.3,5020.0
111.09.16,雜柑-檸檬,台北二,26.8,2390.0
111.09.16,雜柑-無子檸檬,台北二,29.8,3782.0
111.09.16,雜柑-黃金檸檬,台北二,23.5,397.0
111.09.16,雜柑-進口,台北二,66.7,120.0
111.09.16,花椰菜-青梗,台北二,55.4,2580.0
111.09.16,冬瓜-白皮,台北二,9.4,7247.0
111.09.16,絲瓜-絲瓜,台北二,31.9,7432.0
111.09.16,絲瓜-角瓜,台北二,34.4,86.0
111.09.16,苦瓜-其他,台北二,37.9,1945.0
111.09.16,苦瓜-白大米,台北二,55.4,3335.0
111.09.16,苦瓜-山苦瓜,台北二,75.0,24.0
111.09.16,苦瓜-翠綠,台北二,32.9,641.0
111.09.16,扁蒲-花蒲,台北二,19.0,3365.0
111.09.16,扁蒲-梨子蒲,台北二,21.0,4035.0
111.09.16,甜椒-新香,台北二,28.0,43.0
111.09.16,豌豆-甜豌豆,台北二,130.0,200.0
111.09.16,毛豆-豆莢,台北二,66.2,54.0
111.09.16,火鶴花-紅綠邊,台北市場,11.5,170.0
111.09.16,火鶴花-丘比特,台北市場,8.4,1750.0
111.09.16,火鶴花-黃瑪莉,台北市場,17.3,180.0
111.09.16,火鶴花-太極,台北市場,11.5,197.0
111.09.16,火鶴花-小紅莓,台北市場,12.8,194.0
111.09.16,火鶴花-綠精靈,台北市場,16.5,120.0
111.09.16,大菊-白天星,台北市場,105.8,1176.0
111.09.16,小菊-小紅娘,台北市場,50.7,205.0
111.09.16,小菊-金,台北市場,71.7,157.0
111.09.16,染小菊-芬蘭,台北市場,95.9,421.0
111.09.16,非洲菊-粉紅魅力,台北市場,108.1,110.0
111.09.16,非洲-熱情粉,台北市場,114.0,437.0
111.09.16,非洲-冰山,台北市場,43.2,310.0
111.09.16,非洲菊-迷你混色,台北市場,92.2,145.0
111.09.16,水仙百合-混色,台北市場,186.5,15.0
111.09.16,水仙百合-紅,台北市場,184.0,18.0
111.09.16,石蒜-金花,台北市場,207.0,104.0
111.09.16,黃金鳥-黃金鳥,台北市場,30.9,57.0
111.09.16,鶴蕉紅美人-鶴蕉紅美人,台北市場,21.3,90.0
111.09.16,嘉蘭<火焰百合>-嘉蘭<火焰百合>,台北市場,81.9,114.0
111.09.16,夜來香-重瓣,台北市場,65.2,175.0
111.09.16,秀線-秀線,台北市場,41.7,180.0
111.09.16,大理花-黃色,台北市場,187.3,12.0
111.09.16,雞冠花-綠,台北市場,113.4,56.0
111.09.16,珊瑚鳳梨-珊瑚鳳梨,台北市場,30.5,125.0
111.09.16,麒麟草-麒麟草,台北市場,27.4,1013.0
111.09.16,伯利恆之星-伯利恆之星,台北市場,73.7,120.0
111.09.16,,台北市場,0.0,0.0
111.09.16,LA百合-紅,台北市場,82.0,20.0
111.09.16,LA百合-紅三朵,台北市場,95.0,16.0
111.09.16,LA百合-橙,台北市場,112.0,21.0
111.09.16,,台北市場,223.0,11.0
111.09.16,,台北市場,321.5,17.0
111.09.16,,台北市場,315.0,10.0
111.09.16,,台北市場,109.0,14.0
111.09.16,,台北市場,156.3,106.0
111.09.16,,台北市場,202.3,148.0
111.09.16,,台北市場,280.0,5.0
111.09.16,,台北市場,285.0,5.0
111.09.16,蘭花-蘭花,台北市場,72.1,204.0
111.09.16,萬代蘭-巨輪橙,台北市場,37.0,27.0
111.09.16,玫瑰-玫瑰,台北市場,227.0,37.0
111.09.16,玫瑰-鑽石黃,台北市場,195.1,27.0
111.09.16,玫瑰-翡翠粉,台北市場,210.5,354.0
111.09.16,椰子-進口剝殼,台北一,54.6,1125.0
111.09.16,小番茄-其他,台北一,203.6,114.0
111.09.16,櫻桃-進口,台北一,226.7,100.0
111.09.16,香蕉-其他,台北一,11.1,52.0
111.09.16,香蕉,台北一,20.2,17897.0
111.09.16,香蕉-芭蕉紅芭蕉,台北一,23.6,3830.0
111.09.16,鳳梨-牛奶鳳梨,台北一,14.6,6134.0
